En, Ib
"Again, the devil took him to a very high mountain and showed him all the kingdoms of the world and their splendor.","Ekwensu dukwekweri e nyikoru ugwu aanị harị pagom na elu, je-egusikobie alịeze ụwa oohu dị iche iche, maa ẹkụ maa ọmọlọma wo oohu, sị a,"
"“All this I will give you,” he said, “if you will bow down and worship me.”",“Eje m anị gị ihie na ohu ị hụrụ ma gị kwe huride kpọarị m isi na alị.”
"Jesus said to him, “Away from me, Satan!","Jisọs sị a, “Fụ m na ihu Ekwensu!"
"For it is written: ‘Worship the Lord your God, and serve him only.’ ”","E deri e na Ẹkwụkwọ Nsọ sị, ‘Ọ bụ Onyenwoayị bụ Chineke gi bụ onye ị je-ịkpọrụ isi na alị, jieri yaanịa ozi.’ ”"
"Then the devil left him, and angels came and attended him.","Ekwensu habuzue Jisọs garị na-asọhụ, nde maaozi bịa na-ejeri e ozi."
Jesus Begins to Preach,Jisọs Malite Ozi E
"When Jesus heard that John had been put in prison, he withdrew to Galilee.","Mgbe Jisọs nụrụ na e gidewo Jọn ome baụtizim je-atụ mkpọrọ, ya ọ garị galata na Galili."
"Leaving Nazareth, he went and lived in Capernaum, which was by the lake in the area of Zebulun and Naphtali—to fulfill what was said through the prophet Isaiah:","Jisọs habue Nazarẹtị garị laga Kapanọm je-eburu. Kapanọm dị na agịga ẹnyụm dị na ọnụmara Zebulọn yaa Naftalị. Ọ bụ nke a garị ihe onye amụma Ayịzaya kwuru mezue, sịnị,"
"“Land of Zebulun and land of Naphtali, the Way of the Sea, beyond the Jordan, Galilee of the Gentiles—","“Alị Zebulọn yaa alị Naftalị, dị na ụzọ ma a kpọdaje ẹnyụm, na ndabu Jọdan,na Galili alị nde aabụgụ nde Juu na-ebuko,"
the people living in darkness have seen a great light; on those living in the land of the shadow of death a light has dawned.”,"ndem bụ nde buru na ẹtụlị, ahụwo oke ihe. Ndem buweeri na alị nke onyunyo ọnwụ, ihe achakwasịwo wo.”"
"From that time on Jesus began to preach,","Hite na ya mgbem, Jisọs malite na-ezise oziọma sị wo,"
"“Repent, for the kingdom of heaven has come near.”",“Unu chegeridue habue ụmara ọjọọ uunu maka na Alịeze Elugwe dịzunwe nso.”
Jesus Calls His First Disciples,Jisọs Họta Nde Na-eso Ụzọ Mbụ A
"As Jesus was walking beside the Sea of Galilee, he saw two brothers, Simon called Peter and his brother Andrew.","Mgbe Jisọs gajejeri na akwa ẹnyụm Galili, ya ọ hụ ụmụne ndikom ẹbọọ, Saịmọn a na-eku Pita yaa nwanie nwoke Anduru."
"They were casting a net into the lake, for they were fishermen.",Wo nọrụ na-ese ụgbụ maka na wo bụrụ nde ọkụ ụba.
"“Come, follow me,” Jesus said, “and I will send you out to fish for people.”","Jisọs sị wo, “Unu so m, eje m je-eme unu nde ọkụ na-akụta madụ.”"
At once they left their nets and followed him.,"Wo nọm na ya mgbem wụsị ụgbụ wo maa ntofo wo, pavuru so Jisọs."
"Going on from there, he saw two other brothers, James son of Zebedee and his brother John.","Ya o hi na ya ibom zọhụbatụ[1]rụ, ya ọ hụkwakwa ụmụne ndikom ẹbọọ ọzọ, Jems yaa Jọn, ụmụ Zebedii."
"They were in a boat with their father Zebedee, preparing their nets.",Woa nna wo Zebedii nọrụ na ụgbọ na-emeche ụgbụ wo.
"Jesus called them,and immediately they left the boat and their father and followed him.","Jisọs sị wo so e. Wo nọm na ya mgbem habue nna wo maa ụgbọ wo, pavuru so Jisọs."
Jesus Heals the Sick,Jisọs Gwọa Nde Ụhụka
"Jesus went throughout Galilee, teaching in their synagogues, proclaiming the good news of the kingdom, and healing every disease and sickness among the people.","Jisọs na-agakọba Galili na ohu, na-ezi ihe na ulo-ozuzu woga, na-ezise Oziọma bayeri Alịeze Elugwe, na-agwọ nde ụhụka nọrụ na etiti wo."
"News about him spread all over Syria, and people brought to him all who were ill with various diseases, those suffering severe pain, the demon-possessed, those having seizures, and the paralyzed; and he healed them.","Ude Jisọs deserehi na alị Siria na ohu. Nde madụ na-ekuteri e nde ụhụka wo dịgarị iche iche, maa nde maaọ-jọọ jigeri, nde ndakwụkwụ maa nde ẹnwụmaa, Jisọs na-agwọ wo."
"Large crowds from Galilee, the Decapolis, Jerusalem, Judea and the region across the Jordan followed him.","Ntụtụ madụ hiri na Galili maa na isi ogo iri a na-eku Dekapolis, maa Jerusalẹm, maa Judia, maa nde higeri na ndabu ẹnyụm Jọdan, bịa-esoru Jisọs."
Introduction to the Sermon on the Mount,Ozi E Keyeri Na Elu Ugwu Zie
"Now when Jesus saw the crowds, he went up on a mountainside and sat down.","Mgbe Jisọs hụrụ ntụtụ madụ gbakọtarị, ya ọ garị nyikoru na elu ugwu aanị je-anọdụa ọdụ."
"His disciples came to him, and he began to teach them.",Nde na-eso ụzọ a garị bịakwute e.
The Beatitudes,Ozizi Bayeri Nde Nwo Ezibe Obu-ụtọ
"He said:“Blessed are the poor in spirit, for theirs is the kingdom of heaven.","Jisọs malite na-ezi wo ihe sị, Ngọzi dịịrị ndem maarịna wo enwogu ihe nke ime maa,maka na Alịeze Elugwe bụ nke wo."
"Blessed are those who mourn, for they will be comforted.","Ngọzi dịịrị ndem nọ na erim-ụjụ, maka na a je-akasi wo obu."
"Blessed are the meek, for they will inherit the earth.","Ngọzi dịịrị ndem na-eweride onwowo alị,maka na wo je-eri elụwa na ekpe."
"Blessed are those who hunger and thirst for righteousness, for they will be filled.","Ngọzi dịịrị ndem ọ na-ọgụŋarị ẹgụ ime ụmara-ọma, maka na e je-eme na wo ahụ ihe wo chọrụ."
"Blessed are the merciful, for they will be shown mercy.","Ngọzi dịịrị ndem na-ahụ nde ọzọ onyimee, maka na a je-ahụkọ woande onyimee."
"Blessed are the pure in heart, for they will see God.","Ngọzi dịịrị ndem obu wo dị ọcha,maka na wo je-ahụ Chineke ẹnya."
"Blessed are the peacemakers, for they will be called children of God.","Ngọzi dịịrị ndem na-ekpe udo, maka na a je-eku wo ụmụ Chineke."
"Blessed are those who are persecuted because of righteousness, for theirs is the kingdom of heaven.","Ngọzi dịịrị ndem nde madụ na emegide maka na wo na-eme ụmara-ọma,maka na Alịeze Elugwe bụ nke wo."
"“Blessed are you when people insult you, persecute you and falsely say all kinds of evil against you because of me.","Ngọzi dịịrị gị mgbem nde madụ na-akparị gị, na-emegide gi, na-agabo gu ụga ihe ọjọọ dị iche iche maka na ị tụkwasịrị m obu."
"Rejoice and be glad, because great is your reward in heaven, for in the same way they persecuted the prophets who were before you.","Nwụrịa ọnwụ, na obu-ụtọ dị gị maka na ụgwọ-ọrụ gụ na ihu Chineke kpọrụ ẹdụm. Ọ bụ nke nde madụ megidegeri nde amụmam buru unu ụzọ bịa."
Salt and Light,Ozizi Maka Unu Yaa Ihe
“You are the salt of the earth.,Unu bụ unu nke elụwa.
"But if the salt loses its saltiness, how can it be made salty again?","Ọbụ naa unu hasịa ihe o jiri bụrụ unu, atọsịgị unu unu, e ji gịnị je-emekwekwe e na ọ bụrụ unu?"
"It is no longer good for anything, except to be thrown out and trampled underfoot.","Ọ dịsịgị ihe ọ dịkwa ma iji e me katakwa iweri e wụfụ ezi, na nde madụ azọtọsịa ya na ọkpa."
“You are the light of the world.,“Unu bụ ihe nke ụwa.
A town built on a hill cannot be hidden.,Obodo e wuru na mgbakwasịrị ugwu enwogu ezomi.
Neither do people light a lamp and put it under a bowl.,Ọ dịkwanụgụ onye na-amụye oriọkụ pabaa na okpuru ihe.
"Instead they put it on its stand, and it gives light to everyone in the house.",Kama a na-ọdọbaje oriọkụ na elu ihe ma onye ọọbụla nọ na ulo weri e hụje ụzọ.
"In the same way, let your light shine before others, that they may see your good deeds and glorify your Father in heaven.","Unu mee na ihe uunu chawaa na ihu ụmụ madụ, na wo jiri e hụta ọrụ ọma uunu, toe Nnade uunu bu na elugwe."
The Fulfillment of the Law,Ozizi Maka Iwu Mosisi
“Do not think that I have come to abolish the Law or the Prophets;,“Unu arịkwa na-abịarị m ịkagbu iwu Mosisi ma ọ bụgụ ihe nde amụma kwugeri.
I have not come to abolish them but to fulfill them.,"Waa, abịadịgị m wo akagbu, kama a bịarị m imezutum wo oohu."
"For truly I tell you, until heaven and earth disappear, not the smallest letter, not the least stroke of a pen, will by any means disappear from the Law until everything is accomplished.","Na nke bụ eziokwu, tututu na elugwe yaa elụwa agabuge, ọ dịgị ma akpụrụ ẹkwụkwọm kadụa ahaba ẹka, ma ọ bụgụ akara edemedem ka[1]dụa ẹka ahaba sọhụ na Iwu Mosisi tututu na-emezutuem ihe e deri na ya."
"Therefore anyone who sets aside one of the least of these commands and teaches others accordingly will be called least in the kingdom of heaven,","Onye ọọbụla mebiri ọmụ kadụa ẹka ahaba na ya iwuega, na-eziko nde ọzọ wo mebijeko iwu, je-abụ onye e kuru onye kadụa ẹka ahaba na Alịeze Elugwe."
but whoever practices and teaches these commands will be called great in the kingdom of heaven.,"Ọbụ na onye ọọbụla na erube isi na ibe iwu Mosisi dị, na-eziko nde ọzọ wo rubejekoru e isi je-abụ onye e kuru ẹkpọtọlọ na Alịeze Elugwe."
"For I tell you that unless your righteousness surpasses that of the Pharisees and the teachers of the law, you will certainly not enter the kingdom of heaven.","Maka na-asị m unu, ọ bụkwam ma ụmara-ọma uunu ọ karịrị nke nde Farisii woa nde na-ezi iwu Mosisi, ọ dịgị nke unu je-aga gabaa Alịeze Elugwe."
Murder,Ozizi Maka Iwe
"“You have heard that it was said to the people long ago, ‘You shall not murder, and anyone who murders will be subject to judgment.’","“Unu anụwo na a sịrị nde mgbe ichie, ‘Egbukwe madụ, onye ọọbụla gburu madụ na-ekpie ye ikpe.’"
But I tell you that anyone who is angry with a brother or sister will be subject to judgment.,"Ọbụ na-asị m unu, onye ọọbụla weeri nwanie iwe na-ekpie ye ikpe."
"Again, anyone who says to a brother or sister, ‘Raca ,’ is answerable to the court.","Ọzọkwa bụ, onye ọọbụla sịrị nwanie, ‘Raka’d na-akpụfụta a na ihu nde ichie."
"And anyone who says, ‘You fool!’ will be in danger of the fire of hell.","Ọbụ na onye sịrị madụ, ‘Gịa onye iberibie’ nọ na ntaram-ahụhụ ọkụmaa aanyụhụgụ anyụhụ."
"“Therefore, if you are offering your gift at the altar and there remember that your brother or sister has something against you,","“Ọ bụ a meri onye jiri ihe ọnịnị jije na ihu Chineke rịta na o nworu nwanie o meri ihe aadịgị ma,"
leave your gift there in front of the altar.,"onye ọ bụ je-ahabu ihe ọnịnị a na ihu ekwuẹjae,"
First go and be reconciled to them; then come and offer your gift.,"jekwuhee nwanie ọ bụ na yaa ya ekpezie, ta na ọ bịataje ọchụchụ ẹja a na ihu Chineke."
“Settle matters quickly with your adversary who is taking you to court.,"“Onye yaa madụ nwoteeri esemokwu hụụ na wo kpeziri hoohoo, na wo akpụfụkwa a na ulo ikpe."
"Do it while you are still together on the way, or your adversary may hand you over to the judge, and the judge may hand you over to the officer, and you may be thrown into prison.","Na ọ bụ ya o kwe wo dufu e na ulo ikpe, na ọkikpe wo eweri e ye na ẹka nde ọchịmkpọrọ, na wo eweri e dubee na mkpọrọ."
"Truly I tell you, you will not get out until you have paid the last penny.","Na eziokwu a sị m unu, ọ dịgị ma wo kwie hii na ya ulo mkpọrọm fụta tututu na ọ kwụtuem ihe wo boru e, ọ dịgị ma ọ kwụhọ ma ọ bụgụ afụ."
Adultery,Ozizi Maka Mmeko Nwoke Yaa Nwanyị Aalụtaarịgị Onwowo
"“You have heard that it was said, ‘You shall not commit adultery.’","“Unu nụrụ na a sị, ‘Onye ejekwe na nwanyị aabụgụ nyee ye.’"
But I tell you that anyone who looks at a woman lustfully has already committed adultery with her in his heart.,"Ọbụ na mụ aakarị unu, onye ọọbụla lekoheerinwe nwanyị ọzọ aabụgụ nyee ye ẹnya, ya ọ gụa ya na yaa ya nwoe mmeko, ejekoduwori na nwanyị ọ bụ na ime obu e."
"If your right eye causes you to stumble, gouge it out and throw it away.","Ya ọ bụrụ na ẹnya ikenge gi je-evuteri gi omume ihe ọjọọ, kpafụta a lọhue."
It is better for you to lose one part of your body than for your whole body to be thrown into hell.,Ọ kaarị gị ma na i lọhuru ẹkụkụ ụhụ gụ aanị kama a je-atụba ụhụ gụ oohu na ọkụmaa.
"And if your right hand causes you to stumble, cut it off and throw it away.","Ya ọ bụkwanụrụ ẹka ikenge gi je-edube gi na omume ihe ọjọọ, gbufu e lọhue."
It is better for you to lose one part of your body than for your whole body to go into hell.,Ọ kaarị gị ma na ị lọhuru ẹkụkụ ụhụ gụ aanị kama a je-atụba ụhụ gụ oohu na ọkụmaa.
Divorce,Ozizi Maka Achụfụ Nyee Madụ Na Ọ Lụsịgị A
"“It has been said, ‘Anyone who divorces his wife must give her a certificate of divorce.’","“A sịkọrụ, ‘Onye lụtụ nwanyị achọsịgị a ọlụlụ, ya ọ chụfụ a, kpekeyie ẹkwụkwọ na-egusi na ọ lụsịgị a.’"
"But I tell you that anyone who divorces his wife, except for sexual immorality, makes her the victim of adultery, and anyone who marries a divorced woman commits adultery.","Ọbụ na-asị m unu, onye ọọbụla chụfụrụ nyee ye, kpahakwaa na o gideri e yaa nwoke ọzọ, na-edube nyee ye na-ọgbụgba ọkwa. Onye ọọbụla jekwenuru jealụta nwanyị di e chụfụrụ na-eje na nyee onye ọzọ."
Oaths,Ozizi Maka Ọnwụnwụ Ihe
"“Again, you have heard that it was said to the people long ago, ‘Do not break your oath, but fulfill to the Lord the vows you have made.’","“Ọzọkwakwa, unu nụrụ na e kwuuru nnade oche uunu sị wo, ‘Onye anwụkwa ihe, kwe nkwa ihe ọ maarị na o jegi je-eme eme, kama onyeaha mezue nkwa o keyeri na ihu Chineke kwe.’"
"But I tell you, do not swear an oath at all:","Ọbụ na-asị m unu, onye anwụkwam ihe anwụ na ohu."
"either by heaven, for it is God’s throne;or by the earth, for it is his footstool; or by Jerusalem, for it is the city of the Great King.","Ejikwe elugwe nwụa ihe maka na ọ. Atakwarị madụ alị, ma ọ bụgụ jiri elụwa nwụa ihe maka na ọ bụ ibe awụkwasị ọkpa Chineke, jikwenugu Jerusalẹm nwụa ihe, maka na ọ bụ alị ya oke Ezem."
"And do not swear by your head, for you cannot make even one hair white or black.","Onye ejikwe isi e nwụa ihe, maka na ọ dịgị onye nworu ike ime ẹgbịsị isi e aanị na o due ndu ma ọ bụgụ chaa ụcha."
All you need to say is simply ‘Yes’ or ‘No’; anything beyond this comes from the evil one.,"Kama onye ọọbụla je-ekwu okwu, na, ‘Ẹẹ’ bụrụ ‘Ẹẹ’ na, ‘Waa’ bụrụ ‘Waa.’ Ya ọ gatam ya ẹɦụm, o hizu na ẹka ya onye ọjọọm."
Eye for Eye,Ozizi Maka Emewete Ihe
"“You have heard that it was said, ‘Eye for eye, and tooth for tooth.’","“Unu nụworu na a sịrị, ‘Onye dụpịa madụ ẹnya aanị, a dụpịakọ a ẹnya aanị, onye kụfụ madụ akpụrụ eze aanị, akụfụkọ a akpụrụ eze aanị.’"
